70555689	javascript|python|django	How to convert javascript object to python readable	"<p>I'm trying to parse below object from javascript post data into python using ast.literal_eval(obj) but ending up into below error</p> <p>Error:</p> <pre><code>malformed node or string: &lt;_ast.Name object at 0x7fb484eb8070&gt; </code></pre> <p>Object Value:</p> <pre><code>'[{&quot;dose&quot;:&quot;1&quot;,&quot;duration&quot;:&quot;2&quot;,&quot;name&quot;:&quot;Item1&quot;,&quot;code&quot;:&quot;pharma2&quot;,&quot;usage&quot;:{&quot;morning&quot;:true,&quot;afternoon&quot;:false,&quot;evening&quot;:false,&quot;night&quot;:false,&quot;sos&quot;:false}},{&quot;dose&quot;:&quot;1&quot;,&quot;duration&quot;:&quot;4&quot;,&quot;name&quot;:&quot;Item2&quot;,&quot;code&quot;:&quot;pharma1&quot;,&quot;usage&quot;:{&quot;morning&quot;:false,&quot;afternoon&quot;:false,&quot;evening&quot;:false,&quot;night&quot;:true,&quot;sos&quot;:false}}]' </code></pre>"	2022-01-02 11:49:13.033 UTC	70555749	"<p><a href=""https://github.com/dmeranda/demjson"" rel=""nofollow noreferrer"">demjson.decode()</a></p> <pre><code>import demjson  jsObject = '{&quot;dose&quot;:&quot;1&quot;,&quot;duration&quot;:&quot;2&quot;,&quot;name&quot;:&quot;Item1&quot;,&quot;code&quot;:&quot;pharma2&quot;,&quot;usage&quot;:{&quot;morning&quot;:true,&quot;afternoon&quot;:false,&quot;evening&quot;:false,&quot;night&quot;:false,&quot;sos&quot;:false}},{&quot;dose&quot;:&quot;1&quot;,&quot;duration&quot;:&quot;4&quot;,&quot;name&quot;:&quot;Item2&quot;,&quot;code&quot;:&quot;pharma1&quot;,&quot;usage&quot;:{&quot;morning&quot;:false,&quot;afternoon&quot;:false,&quot;evening&quot;:false,&quot;night&quot;:true,&quot;sos&quot;:false}}'  pythonObject = demjson.decode(jsObject) </code></pre>"			2022-01-02 11:57:23.26 UTC
71811369	javascript|python|reactjs|child-process	How do I run a Python script within a JavaScript file	"<p>I am using React.JS to create a website, and I have a button that the user can press that will trigger some python file to be run. I've tried using child_process, but I get a ton of errors that I can't seem to find the answer to. Can anyone tell me where I'm going wrong?</p> <p>This is my code so far:</p> <pre><code>import React from 'react' import '../css/Home.css'   const Home = () =&gt; {      const runPyFile = () =&gt; {         const spawn = require('child_process');              const childPython = spawn('python', ['../python/test.py']);              childPython.stdout.on('data', (data) =&gt; {             console.log(`stdout: ${data}`);         });              childPython.stderr.on('data', (data) =&gt; {             console.log(`stderr: ${data}`);         });              childPython.on('close', (code) =&gt; {             console.log(`child process exited with code ${code}`);         });     };           return (          &lt;body className='home-body'&gt;                      {/* a button that will run the python script */}             &lt;button onClick={runPyFile}&gt;                 Run Python Script             &lt;/button&gt;          &lt;/body&gt;              ) }  export default Home </code></pre> <p>And here is the python file I am trying to run:</p> <pre><code>print('hello world!') </code></pre> <p>When I run all of this, and click this button in the browser, I receive this error: <a href=""https://i.stack.imgur.com/4wpdO.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/4wpdO.png"" alt=""enter image description here"" /></a></p>"	2022-04-09 19:44:29.083 UTC	71811430	<p>You can't do that in client side.</p>			2022-04-09 19:51:52.003 UTC
71811369	javascript|python|reactjs|child-process	How do I run a Python script within a JavaScript file	"<p>I am using React.JS to create a website, and I have a button that the user can press that will trigger some python file to be run. I've tried using child_process, but I get a ton of errors that I can't seem to find the answer to. Can anyone tell me where I'm going wrong?</p> <p>This is my code so far:</p> <pre><code>import React from 'react' import '../css/Home.css'   const Home = () =&gt; {      const runPyFile = () =&gt; {         const spawn = require('child_process');              const childPython = spawn('python', ['../python/test.py']);              childPython.stdout.on('data', (data) =&gt; {             console.log(`stdout: ${data}`);         });              childPython.stderr.on('data', (data) =&gt; {             console.log(`stderr: ${data}`);         });              childPython.on('close', (code) =&gt; {             console.log(`child process exited with code ${code}`);         });     };           return (          &lt;body className='home-body'&gt;                      {/* a button that will run the python script */}             &lt;button onClick={runPyFile}&gt;                 Run Python Script             &lt;/button&gt;          &lt;/body&gt;              ) }  export default Home </code></pre> <p>And here is the python file I am trying to run:</p> <pre><code>print('hello world!') </code></pre> <p>When I run all of this, and click this button in the browser, I receive this error: <a href=""https://i.stack.imgur.com/4wpdO.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/4wpdO.png"" alt=""enter image description here"" /></a></p>"	2022-04-09 19:44:29.083 UTC	71811460	"<p>What you are trying to do is run a python script from within javascript running in the browser on the client side inside a separate process. I'm afraid you cannot do this because it's a security issue to try to break out of the browser sandbox and reach into the user's computer. Browsers don't allow that. You can't even open a file in the user's space outside the browser.</p> <p>You are perhaps confused by the idea that if you are writing server side code, you can do things like this there, but that's only available on the server side.</p> <p>All that said, there are ways to run python code in the browser. Have a look at <a href=""https://brython.info"" rel=""nofollow noreferrer"">brython</a> and <a href=""https://pyodide.org/en/stable"" rel=""nofollow noreferrer"">pyodide</a></p>"			2022-04-09 19:56:52.243 UTC
71860779	javascript|python|encryption|aes|rsa	Javascript (crypto.subtle) vs Python (pycryptodomex) key wrapping	"<p>I have public key encryption working well in Javascript. I'm using AES-GCM wrapped with RSA-OAEP. Encryption/decryption work well in the Javascript version. Now I'm trying to encrypt something server-side (python) and use my existing decryption client-side (window.crypto.subtle). It's failing when I attempt to unwrap the key with this error:</p> <pre><code>OperationError: The operation failed for an operation-specific reason </code></pre> <p>Super helpful error messages! The relevant code in python is:</p> <pre><code>    from Cryptodome.Cipher import AES     from Cryptodome.Random import get_random_bytes     from Cryptodome.Cipher import PKCS1_OAEP     from Cryptodome.PublicKey import RSA      keyPub = RSA.import_key(base64.b64decode(public_key))     rsa_cipher = PKCS1_OAEP.new(keyPub)      aes = get_random_bytes(16)     aes_cipher = AES.new(aes, AES.MODE_GCM)      wrapped = str(base64.b64encode(rsa_cipher.encrypt(aes)), 'ascii') </code></pre> <p>The code to unwrap that is:</p> <pre><code>    window.crypto.subtle.unwrapKey(         'raw',         self.from64(wrapped),         self.keyPair.privateKey,         {             name: &quot;RSA-OAEP&quot;         },         {             name: &quot;AES-GCM&quot;         },         false,         [&quot;decrypt&quot;]     ).then((aesKey) =&gt; { </code></pre> <p>I'm confident in the base64 conversion, because the Python code happily takes my public key, which it wouldn't if the ASN.1 was messed up.</p> <p>Can you spot why the key wrap in Python is failing when I try to unwrap it in Javascript?</p>"	2022-04-13 16:22:41.363 UTC	71862516	"<p>Unfortunately, the error message is very unspecific (as is often the case with the WebCrypto API). However, the posted WebCrypto code works, as the following code snippet shows.</p> <p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false""> <div class=""snippet-code""> <pre class=""snippet-code-js lang-js prettyprint-override""><code>(async () =&gt; {  // For this test a 512 bits RSA key was used. In practice, apply RSA key sizes &gt;= 2048 bits for security reasons!!! var pkcs8DerB64 = ""MIIBVQIBADANBgkqhkiG9w0BAQEFAASCAT8wggE7AgEAAkEA2gdsVIRmg5IH0rG3u3w+gHCZq5o4OMQIeomC1NTeHgxbkrfznv7TgWVzrHpr3HHK8IpLlG04/aBo6U5W2umHQQIDAQABAkEAu7wulGvZFat1Xv+19BMcgl3yhCdsB70Mi+7CH98XTwjACk4T+IYv4N53j16gce7U5fJxmGkdq83+xAyeyw8U0QIhAPIMhbtXlRS7XpkB66l5DvN1XrKRWeB3RtvcUSf30RyFAiEA5ph7eWXbXWpIhdWMoe50yffF7pW+C5z07tzAIH6DKo0CIQCyveSTr917bdIxk2V/xNHxnx7LJuMEC5DcExorNanKMQIgUxHRQU1hNgjIsXXZoKgfaHaa1jUZbmOPlNDvYYVRyS0CIB9ZZee2zubyRla4qN8PQxCJb7DiICmH7nWP7CIvcQwB"" var wrappedKeyB64 = ""LVumLtkD20pvX188VR2QTcDRIOuQlw4vxGFvj9vuEOlAsIvOv/vMcC9C6qCVjI4FuzNWEZ7Xo48Pnu2LnB1vcA==""  var wrappedKey = b642ab(wrappedKeyB64); var wrappingKey = await importWrappingKey(pkcs8DerB64) var unwrappedKey = await window.crypto.subtle.unwrapKey(     'raw',     wrappedKey,     wrappingKey,     {name: ""RSA-OAEP""},     {name: ""AES-GCM""},     false,     [""decrypt""] ); console.log(unwrappedKey)   // Helper ---------------------------------------    async function importWrappingKey(pkcs8DerB64) {          return await window.crypto.subtle.importKey(         ""pkcs8"",         b642ab(pkcs8DerB64),         {name: ""RSA-OAEP"", hash: ""SHA-1""},         false,         [""unwrapKey""]     ); }    function b642ab(base64_string){     return Uint8Array.from(window.atob(base64_string), c =&gt; c.charCodeAt(0)); }  function ab2hex(ab) {      return Array.prototype.map.call(new Uint8Array(ab), x =&gt; ('00' + x.toString(16)).slice(-2)).join(''); }    })();</code></pre> </div> </div> </p> <p>The wrapped key was created using the posted Python code.</p> <hr /> <p>Inspect your code for differences. A possible bug could be the key import. Check in your code if SHA-1 is explicitly specified as digest in the 3rd parameter of the <a href=""https://developer.mozilla.org/en-US/docs/Web/API/SubtleCrypto/importKey"" rel=""nofollow noreferrer""><code>importKey()</code></a> call. The Python code uses SHA-1 by default for the OAEP and MGF1 digest (see <a href=""https://pycryptodome.readthedocs.io/en/latest/src/cipher/oaep.html#Crypto.Cipher.PKCS1_OAEP.new"" rel=""nofollow noreferrer""><code>PKCS1_OAEP.new()</code></a>).</p>"			2022-04-13 18:50:00.537 UTC
71872166	javascript|python|arrays|indexing|caesar-cipher	Alternative of Python's Array.index() function in JavaScript that treats negative indices the same as Python's Array.index()?	"<p><strong>TLDR:</strong> Is there any alternative of Python's <code>Array.index()</code> method in JavaScript that treats negative indices the same as Python's <code>Array.index()</code>?</p> <br> <p>For background, I'm writing a code for the <a href=""https://en.wikipedia.org/wiki/Caesar_cipher"" rel=""nofollow noreferrer"">Caesar cipher</a> (Wikipedia link).</p> <p>I have written the following code in Python:</p> <pre><code>alphabet = list('abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz')  # list('abc') == ['a', 'b', 'c']  def caesar(text, shift, direction):     endText = ''     if direction == 'encode':         shift = shift     else:         shift *= -1     for i in text:         oldIndex = alphabet.index(i)         newIndex = oldIndex + shift         newLetter = alphabet[newIndex]         endText += newLetter     print(endText)  caesar('zeus', 5, 'encode')  # 'ejzx' caesar('ejzx', 5, 'decode')  # 'zeus' </code></pre> <p>When I enter a word that has letters that are towards the end of the English alphabet (i.e. containing letters such as <em>v, w, x, y, z</em> etc), it <strong>encodes</strong> the word and when I <strong>decode</strong> the result, it gives the word I encoded previously without any errors.</p> <p>When I write the exact same code in JavaScript, and when I encode the same message I used in the Python code ('zeus'), it gives me <code>ejzx</code>; however, when I <strong>decode</strong> <code>ejzx</code>, it gives me <code>undefinedeus</code> instead of <code>zeus</code> i.e. it does decode the <code>eus</code>, but not the initial <code>z</code>.</p> <h3>JavaScript:</h3> <p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false""> <div class=""snippet-code""> <pre class=""snippet-code-js lang-js prettyprint-override""><code> let alphabet = 'abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz'.split('');   function caesar(text, shift, direction) {    let endText = '';    if (direction == 'encode') {      shift = shift;    } else if (direction == 'decode') {      shift *= -1;    }    for (let i of text) {      let oldIndex = alphabet.indexOf(i);      let newIndex = oldIndex + shift;      let newLetter = alphabet[newIndex];      endText += newLetter;    }    console.log(endText)  }    caesar('zeus', 5, 'encode') // 'ejzx'  caesar('ejzx', 5, 'decode') // 'undefinedeus'</code></pre> </div> </div> </p> <p>I tried replacing the <code>indexOf()</code> with <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/at"" rel=""nofollow noreferrer""><code>Array.at()</code></a> (MDN link), but it returns <code>undefinedundefinedundefinedundefined</code> both in encoding and decoding.</p> <p>How could I fix the code so that it works the same as Python?</p>"	2022-04-14 13:07:18.213 UTC	71872692	"<p>I don't know pyton, but in javascript the index ever starts from 0.<br> In this way, in your example, to encode the letter &quot;z&quot; (index: 25, position: 26), you add 5 to the index and it returns the letter &quot;e&quot; (index: 30, position: 31), so far so good. To decode the letter &quot;e&quot;, javascript finds it at index 4 (5th position) and by subtracting 5 it turns out that the index you are looking for for the new letter is -1 and since that index does not exist, it returns undefined. To avoid this, when you decode, add 26 to the &quot;shift&quot; (an alphabet) so that it uses the second set of characters from the alphabet variable, and since it will always go backwards (subtract), it will always find the corresponding character.</p> <p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false""> <div class=""snippet-code""> <pre class=""snippet-code-js lang-js prettyprint-override""><code>let alphabet = 'abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz'.split('');  function caesar(text, shift, direction) {    let endText = '';    if (direction == 'encode') {      shift = shift;    } else if (direction == 'decode') {      shift = (shift * -1) + 26;    }    for (let i of text) {       let oldIndex = alphabet.indexOf(i);      let newIndex = oldIndex + shift;      let newLetter = alphabet[newIndex];      endText += newLetter;    }    console.log(endText)  }    caesar('zeus', 5, 'encode') // 'ejzx'  caesar('ejzx', 5, 'decode') // 'zeus'</code></pre> </div> </div> </p>"			2022-04-14 13:45:04.487 UTC
71872166	javascript|python|arrays|indexing|caesar-cipher	Alternative of Python's Array.index() function in JavaScript that treats negative indices the same as Python's Array.index()?	"<p><strong>TLDR:</strong> Is there any alternative of Python's <code>Array.index()</code> method in JavaScript that treats negative indices the same as Python's <code>Array.index()</code>?</p> <br> <p>For background, I'm writing a code for the <a href=""https://en.wikipedia.org/wiki/Caesar_cipher"" rel=""nofollow noreferrer"">Caesar cipher</a> (Wikipedia link).</p> <p>I have written the following code in Python:</p> <pre><code>alphabet = list('abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz')  # list('abc') == ['a', 'b', 'c']  def caesar(text, shift, direction):     endText = ''     if direction == 'encode':         shift = shift     else:         shift *= -1     for i in text:         oldIndex = alphabet.index(i)         newIndex = oldIndex + shift         newLetter = alphabet[newIndex]         endText += newLetter     print(endText)  caesar('zeus', 5, 'encode')  # 'ejzx' caesar('ejzx', 5, 'decode')  # 'zeus' </code></pre> <p>When I enter a word that has letters that are towards the end of the English alphabet (i.e. containing letters such as <em>v, w, x, y, z</em> etc), it <strong>encodes</strong> the word and when I <strong>decode</strong> the result, it gives the word I encoded previously without any errors.</p> <p>When I write the exact same code in JavaScript, and when I encode the same message I used in the Python code ('zeus'), it gives me <code>ejzx</code>; however, when I <strong>decode</strong> <code>ejzx</code>, it gives me <code>undefinedeus</code> instead of <code>zeus</code> i.e. it does decode the <code>eus</code>, but not the initial <code>z</code>.</p> <h3>JavaScript:</h3> <p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false""> <div class=""snippet-code""> <pre class=""snippet-code-js lang-js prettyprint-override""><code> let alphabet = 'abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz'.split('');   function caesar(text, shift, direction) {    let endText = '';    if (direction == 'encode') {      shift = shift;    } else if (direction == 'decode') {      shift *= -1;    }    for (let i of text) {      let oldIndex = alphabet.indexOf(i);      let newIndex = oldIndex + shift;      let newLetter = alphabet[newIndex];      endText += newLetter;    }    console.log(endText)  }    caesar('zeus', 5, 'encode') // 'ejzx'  caesar('ejzx', 5, 'decode') // 'undefinedeus'</code></pre> </div> </div> </p> <p>I tried replacing the <code>indexOf()</code> with <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/at"" rel=""nofollow noreferrer""><code>Array.at()</code></a> (MDN link), but it returns <code>undefinedundefinedundefinedundefined</code> both in encoding and decoding.</p> <p>How could I fix the code so that it works the same as Python?</p>"	2022-04-14 13:07:18.213 UTC	71872520	"<p>You don't have to replace indexOf() with Array.prototype.at(), instead of that you have to replace alphabet[newIndex] to alphabet.at(newIndex);</p> <pre><code>let alphabet = 'abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz'.split('');   function caesar(text, shift, direction) {    let endText = '';    if (direction == 'encode') {      shift = shift;    } else if (direction == 'decode') {      shift *= -1;    }    for (let i of text) {      let oldIndex = alphabet.indexOf(i);      let newIndex = oldIndex + shift;      let newLetter = alphabet.at(newIndex);      endText += newLetter;    }    console.log(endText)  } </code></pre> <p>Hope this helps.</p>"			2022-04-14 13:34:03.497 UTC
71887946	javascript|python	Is there a javascript like operator for increment (++) in python?	<p>Is there any way to do this javascript code in python syntax:</p> <pre><code>var x = 1; x++; </code></pre> <p>without:</p> <pre><code>x=1 x=x+1 </code></pre>	2022-04-15 19:04:48.09 UTC	71887962	"<p>No, in Python you can only do this:</p> <pre><code>x += 1 </code></pre> <p>or in alternative</p> <pre><code>x = x+1 </code></pre>"			2022-04-15 19:06:19.86 UTC
71899309	javascript|python	Translating a specific Promise from Javascript to Python	"<p>I am trying to translate this piece of code from Javascript to Python but could not find an equivalent of a Promise and an async function in Python.</p> <pre><code>async function sendRequest(options) {     return new Promise(resolve =&gt; {         request(options, function(error, response, body) {             if (error) throw new Error(error)             resolve({                 response: response,                 body: body             })         })     }) }  </code></pre>"	2022-04-17 04:39:18.733 UTC	71899445	"<p>You are looking for python's <a href=""https://docs.python.org/3/library/asyncio.html"" rel=""nofollow noreferrer"">asyncio</a>. The high-level equivalent of a javascript <code>Promise</code> is an <a href=""https://docs.python.org/3/library/asyncio-task.html#awaitables"" rel=""nofollow noreferrer"">awaitable</a>. Since you want to return an awaitable from a function, you should use the <code>async</code> keyword to return a <a href=""https://docs.python.org/3/library/asyncio-task.html#coroutines"" rel=""nofollow noreferrer"">coroutine</a>, which is a type of awaitable.</p> <p>As for making an async http request, I would recommend <a href=""https://docs.aiohttp.org/en/stable/"" rel=""nofollow noreferrer"">aiohttp</a>.</p> <p>It sounds like this might be some sort of assignment, so I'm not going to fill in all the blanks for you, but the aiohttp link I provided has plenty of good examples and comprehensive docs that you can dig into. The below is a template for you to work from:</p> <pre class=""lang-py prettyprint-override""><code>import aiohttp import asyncio  # this function returns a coroutine, which must be awaited # elsewhere. you can use return statements normally within its # body, but be aware that those will be returned from the # coroutine once it has been awaited, not directly from # send_request async def send_request(options):     # do stuff with aiohttp...  # this is how to call from synchronous code loop = asyncio.get_event_loop() loop.run_until_complete(send_request())  # this is how to call from within another async function async def foo():     await send_request(options)  </code></pre>"			2022-04-17 05:13:17.233 UTC
71924271	javascript|python|html|flask	How would I pass a JavaScript parameter into my python code in flask?	"<pre><code>&lt;script type=&quot;text/javascript&quot;&gt;       function reply_click(clicked_id)       {         document.getElementById(&quot;viewFlashcardLabel&quot;).innerHTML = '{{ flashcards.query.filter_by(id = clicked_id).first().title }}';          } &lt;/script&gt; </code></pre> <p>The parameter clicked_id is not being recognised by the python code in the {{ }}. What would be an easy and secure way to fix the bug?</p> <p><strong>Edit:</strong></p> <p>HTML file:</p> <pre><code>    &lt;script&gt;       function getFlashcard(id)       {         $.ajax({           type: 'POST',           url: &quot;{{ url_for('views.get_flashcard') }}&quot;,           data: {&quot;id&quot; : 1},           success: function(){             alert(&quot;success&quot;)           },           error: function(){             alert(&quot;error&quot;)           }         });         e.preventDefault();       }            &lt;/script&gt; </code></pre> <p>Python file:</p> <pre><code>@views.route('/get_flashcard', methods=['GET', 'POST']) @login_required def get_flashcard():     if request.method == 'POST':         print(&quot;recieved request&quot;) </code></pre> <p>The problem is that my ajax call is not being received by my python code as my test message is not being printed.</p>"	2022-04-19 11:33:28.423 UTC	71924546	"<p>You are not able to do that with jinja template alone.</p> <p>Add a new API, its url is something like <code>/api/get_title_by_id</code>. It can query the title by id parameter.</p> <p>In you your javascript code, make an ajax call to the new API to get the title.</p>"			2022-04-19 11:55:56.967 UTC
71928158	javascript|python|node.js|tensorflow2.0|tensorflow.js	how can i implement or convert a python code to javascript to be used with tensorflow js	"<p>how could I use this code in python with tensorflow js? it is to occupy it with a model that was trained with the dataset tf.keras.applications.ResNet152(input_shape=(256,256,3),weights='imagenet', include_top=False, classes=numClasses)</p> <p>I can't find information</p> <p>#ONE IMAGE PREDICTION</p> <p>url = &quot;https://images.unsplash.com/photo-1577705998148-6da4f3963bc8?ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nnx8Y2FyZGJvYXJkfGVufDB8fDB8fA%3D%3D&amp;ixlib=rb-1.2.1&amp;auto=format&amp;fit=crop&amp;w=500&amp;q=60&quot;</p> <pre><code> image = tf.keras.utils.get_file(&quot;Image1.jpg&quot;, origin=url)          img = tf.keras.preprocessing.image.load_img(image, target_size=(256,256))     img_array = tf.keras.preprocessing.image.img_to_array(img)     img_array = tf.expand_dims(img_array,0)          predictions = model.predict(img_array) </code></pre>"	2022-04-19 16:19:03.947 UTC	72000097	"<p>in case it helps someone, use these tensorflow js functions</p> <pre><code>var img=&quot;&quot;;           img=document.getElementById(&quot;myImage3&quot;); //&lt;img src='myImage'/&gt;           x = tf.browser.fromPixels(img);         var readyfied = tf.image         .resizeBilinear(x, [256, 256], true)         .div(255)         .reshape([1, 256, 256, 3]);          x=tf.expandDims(x,0);         x.print();          res= this.model.predict(readyfied); </code></pre>"			2022-04-25 13:09:23.577 UTC
71930309	javascript|python|selenium|google-chrome	"Selenium Python : Excuting javascript code, but it deosnt take effect"	"<p>I am trying to change the text of a div. I tried to change it by (send_keys) function, but it didn't work. So I tried to change it with java script, like so :</p> <pre><code>element = self.chrome.find_element_by_xpath('//div[@class=&quot;ace_line&quot;]') self.chrome.execute_script(&quot;arguments[0].textContent = 'hello world'&quot;, element) </code></pre> <p>Note: I am trying to change the text of the div because this div is the container of an email message</p> <p>It worked but then When I click on the button &quot;send&quot;, it send an empty email. Is there a way that I Confirm The text I changed ? or something in javascript that do that kind of stuff ?</p>"	2022-04-19 19:27:52.91 UTC	71930830	"<p>In all likelihood, you are successfully editing the text of the div, but your change is not being picked up by the JS event listener which sets the email body string when you click send.</p> <p>When filling out forms, <a href=""https://stackoverflow.com/a/18558014/5770841"">send keys is the correct approach</a>, which leads me to believe you are not selecting the proper element to type into. You would expect to see an <a href=""https://www.w3schools.com/html/html_forms.asp"" rel=""nofollow noreferrer"">input field</a> (<code>&lt;input type=&quot;text&quot; ...&gt;</code>) or maybe a <a href=""https://www.w3schools.com/html/html_forms.asp"" rel=""nofollow noreferrer"">textarea</a> (<code>&lt;textarea ...&gt;</code>) as the element which has focus when the user types.</p> <p>The first thing to do is to click on the input field you desire to type into, then right-click on it and inspect element, which should lead you to the innermost element you type into. It's probably not a div (although it may be contained in one).</p> <p>In the bizarre scenario they do have you type into a div, you appear to have done the right thing. Although typically the quotations are done differently, and its possible due to the subtleties between the <code>textContent</code> and <code>innerText</code> attributes that you might want to try:</p> <pre><code>element = self.chrome.find_element_by_xpath(&quot;//div[@class='ace_line']&quot;) self.chrome.execute_script(&quot;arguments[0].innerText = 'hello world'&quot;, element) </code></pre> <p>In this unlikely scenario you'd probably want to click on the div to give it focus and/or type by sending keys so that your typing is picked up the JS keypress listener the site would need to have configured.</p> <p><strong>Bottom line</strong>: You should first use the chrome/firefox inspector and document.getElementBy... in the console to figure out what is actually going on in the webpage. There should be some input element (<code>var input = document.getElementBy...;</code>) you can select in the console whose value property (<code>input.value</code>) will change as you type. Find/muck with this element programatically in the console, confirming that it sends the email with the desired body, then you can code it up in python.</p>"			2022-04-19 20:15:48.38 UTC
